ACCE_ABSORB_COST	 я«бнЁ «бѕгћ: %d
COMB_NOTICE	б« нгядя «Ё  «Ќ г ћ— ќ«’° Ў«г« √дя »’ѕѕ «” »ѕ«б «бя ».
COMB_NOTICE_NOT_OPEN	б« нгядя «” »ѕ«б √н… ях » ≈–« «Ё Ќ  г ћ—я «бќ«’.
COMB_NOT_ALL_SLOT_APPEND_ITEM	” Ќ «ћ ≈бм «б√’б° «беѕЁ ж»дѕ «бдёб бдёб «бЏб«ж« .
COMB_NOT_FULL_BOOK	б«° џн— ггяд. ≈ддн жяг« ”»ё «б–я— бд «” »ѕб гЏя ≈б«ш ≈–« √Ќ÷—  бн 10 я ».
COMB_NOT_ITEM_IN_INVENTORY	б« нгядя «” Џг«б »джѕ гх“жшѕ….
COMB_NOT_MEDIUM_ITEM	б« нгядя «” Џг«б е–« «б»дѕ.
COMB_WILL_REMOVE_MATERIAL	”н г  ѕгн— «б√’б Џдѕ дћ«Ќ «бЏгбн….
CREATE_ERROR_GM_NAME	б« н”гЌ »«” ќѕ«г Ќ—жЁ ТТGMТТ (”нѕ «ббЏ»…) Ён «”г «бб«Џ».
CREATE_ERROR_INSULT_NAME	«б«”г џн— ’«бЌ.
CREATE_ERROR_LIMIT_LEVEL	нћ» √д б« нёб г” жм ‘ќ’н я Џд 80.
CREATE_ERROR_TIME_LIMIT	б« нгядя ≈д‘«Ѕ ‘ќ’н… ≈÷«Ён… ≈бш« »Џѕ 30 Ћ«дн….
CREATE_ERROR_WRONG_STRING	ггджЏ «” ќѕ«г «”г «б‘ќ’н… е–«.
CREATE_EXIST_SAME_NAME	ед«я ‘ќ’н… √ќ—м  Ќгб е–« «б«”г.
CREATE_FAILURE	б« нгядя ≈д‘«Ѕ е–е «б‘ќ’н….
CREATE_FULL	б« нгядя ≈д‘«Ѕ ‘ќ’н… ≈÷«Ён….
CREATE_GM_NAME	г‘—Ё «ббЏ»…
CREATE_INPUT_NAME	÷Џ «”гя.
CREATE_PLUS_STAT	г«  “«б дё«Ў «бж÷Џ гх «Ќ….
CUBE_CATEGORY_ACCESSORY	Ќбн
CUBE_CATEGORY_ARMOR	ѕ—жЏ
CUBE_CATEGORY_ARMOR_GLOVE	ёЁ«“« 
CUBE_CATEGORY_BELT	√Ќ“г…
CUBE_CATEGORY_ETC	«бќ.
CUBE_CATEGORY_EVENT	«Ќ Ё«бн…
CUBE_CATEGORY_JOB	Ў»ё…
CUBE_CATEGORY_PET	—Ёнё
CUBE_CATEGORY_SETADD_ARMOR	≈д‘«Ѕ Ўёг «бѕ—Џ
CUBE_CATEGORY_SETADD_HELMET	≈д‘«Ѕ Ўёг «бќж–…
CUBE_CATEGORY_SETADD_WEAPON	≈д‘«Ѕ Ўёг «б”б«Ќ
CUBE_CATEGORY_WEAPON	”б«Ќ
CUBE_CATEGOR_SKILL_BOOK	я «» «бге«—« 
CUBE_LIST_TEXT_ITEM_INFO	%sЌ (%d%%)
CUBE_LIST_TEXT_MAKE_QUANTITY	[%d]
CUBE_MAKE_CONFIRM_QUESTION_1	ед«я »дѕ ж«Ќѕ г” ќѕг Џбм «б√ёб –ж ёнг… г— ЁЏ… (нЌ жн Џбм √яЋ— гд %d Џб«ж…).
CUBE_MAKE_CONFIRM_QUESTION_2	еб  —нѕ –бя ЁЏб«рњ
CUBE_NOT_ENOUGH_GEM	бн” бѕня г«няЁн гд «бџ«н«.
CUBE_NOT_ENOUGH_GOLD	б«  г бя г« няЁн гд н«дџ.
CUBE_NOT_ENOUGH_MATERIAL	б«  г бя г« няЁн гд гж«ѕ.
CUBE_PLEASE_SELECT	бг н г «ќ н«— √н »джѕ.
CUBE_TOOLTIP_PASSIVE_JOB_LEFT_TIME	«бжё  «бг »ён: {0} ~ {1} ”«Џ« 
CZ_REWARD_QUESTION_COMPLETE	еб  жѕ  Ќжнбењ
CZ_REWARD_TOOLTIP_10GAN	ж”«г “жѕн«я
CZ_REWARD_TOOLTIP_10GAN_COUNT	«бЏѕѕ Ён ё«∆г… «бћ—ѕ
CZ_REWARD_TOOLTIP_10GAN_NEED_COUNT	«бЏѕѕ «бгЎбж»
CZ_REWARD_TOOLTIP_12ZI	ж”«г «бЌ«—”
CZ_REWARD_TOOLTIP_12ZI_COUNT	«бЏѕѕ Ён ё«∆г… «бћ—ѕ
CZ_REWARD_TOOLTIP_12ZI_NEED_COUNT	«бЏѕѕ «бгЎбж»
CZ_REWARD_TOOLTIP_ALL_BOX	яд“ дћгн
CZ_REWARD_TOOLTIP_CAN_GET_ALL_BOX	«дё— ед« б Ќ’б Џбм «бяд“ «бдћгн ягя«Ё∆….
CZ_REWARD_TOOLTIP_CAN_GET_GREEN_BOX	«дё— ед« б Ќ’б Џбм яд“ «Ёнд ж—нд ягя«Ё∆….
CZ_REWARD_TOOLTIP_CAN_GET_YELLOW_BOX	«дё— ед« б Ќ’б Џбм яд“ √ж—нхжбнд ягя«Ё∆….
CZ_REWARD_TOOLTIP_COMPLETABLE	 Ќжнб
CZ_REWARD_TOOLTIP_GREEN_BOX	яд“ «Ёнд ж—нд
CZ_REWARD_TOOLTIP_GREEN_BOX_COMP_CNT	Ќ’б  Џбм: %d яд“ √ж—нхжбнд
CZ_REWARD_TOOLTIP_WEEKLY	нжг
CZ_REWARD_TOOLTIP_WEEKLY_FRI	«бћгЏ…
CZ_REWARD_TOOLTIP_WEEKLY_MON	«б«Ћднд
CZ_REWARD_TOOLTIP_WEEKLY_SAT	«б”» 
CZ_REWARD_TOOLTIP_WEEKLY_SAT_SUN	«б”» /«б√Ќѕ
CZ_REWARD_TOOLTIP_WEEKLY_THU	«бќгн”
CZ_REWARD_TOOLTIP_WEEKLY_TUE	«бЋб«Ћ«Ѕ
CZ_REWARD_TOOLTIP_WEEKLY_WED	«б√—»Џ«Ѕ
CZ_REWARD_TOOLTIP_YELLOW_BOX	яд“ √ж—нхжбнд
CZ_REWARD_TOOLTIP_YELLOW_BOX_COMP_CNT	Ќ’б  Џбм: %d яд“ √ж—нхжбнд
DAY	н
DETAILS_0	ёжн ÷ѕ «бг« нд
DETAILS_1	ёжн ÷ѕ д’Ё «б»‘—
DETAILS_2	гё«жг… д’Ё «б»‘—
DETAILS_3	ёжн ÷ѕ «бџнб«д
DETAILS_4	ёжн ÷ѕ «б“жг»н
DETAILS_5	ёжн ÷ѕ «бжЌж‘
DETAILS_6	ёжн ÷ѕ жЌж‘ “жѕн«я
DETAILS_7	ёжн ÷ѕ «бЌнж«д« 
DETAILS_8	ё.÷. «бЎ«∆Ё… «б”—н…
DETAILS_9	ёжн ÷ѕ «б‘нЎ«д
DETAILS_10	ёжн ÷ѕ жЌж‘ «б’Ќ—«Ѕ
DETAILS_11	ёжн ÷ѕ «бЌ‘—« 
DETAILS_12	ёнг… «бећжг
DETAILS_13	ёнг… «бѕЁ«Џ
DETAILS_14	гЏѕб «б÷——
DETAILS_15	гё«жг… гЏѕб «б÷——
DETAILS_16	√÷—«— «бге«—…
DETAILS_17	гё«жг… «бге«—….
DETAILS_18	ећжг ”Ќ—н/ћ”ѕн
DETAILS_19	ећжг ”Ќ—н
DETAILS_20	Ё—’… «б÷—»… «бЌ—ћ…
DETAILS_21	÷—»… ќ«—ё…
DETAILS_22	г. «б÷—»«  «бЌ—ћ…
DETAILS_23	г. «б÷—»«  «бќ«—ё…
DETAILS_24	гё«жг… «б»—ё
DETAILS_25	гё«жг… «бЋбћ
DETAILS_26	гё«жг… «бўб«г
DETAILS_27	гё«жг… «бд«—
DETAILS_28	гё«жг… «б—н«Ќ
DETAILS_29	гё«жг… «б√—÷
DETAILS_30	ёж… «б»—ё
DETAILS_31	ёж… «бћбнѕ
DETAILS_32	ёж… «бўб«г
DETAILS_33	ёж… «бд«—
DETAILS_34	ёж… «б—н«Ќ
DETAILS_35	ёж… «б√—÷
DETAILS_36	ёжн ÷ѕ «бгЌ«—»
DETAILS_37	ёжн ÷ѕ «бдндћ«
DETAILS_38	ёжн ÷ѕ «б”ж—«
DETAILS_39	ёжн ÷ѕ «б‘«г«д
DETAILS_40	ёжн ÷ѕ «ббня«д—
DETAILS_41	ѕЁ«Џ ÷ѕ «бгЌ«—»
DETAILS_42	ѕЁ«Џ ÷ѕ «бдндћ«
DETAILS_43	ѕЁ«Џ ÷ѕ «б”ж—«
DETAILS_44	ѕЁ«Џ ÷ѕ «б‘«г«д
DETAILS_45	ѕЁ«Џ ÷ѕ «ббня«д—
DETAILS_46	«бѕЁ«Џ «б”нЁн
DETAILS_47	ѕЁ«Џ ”нЁ «бнѕнд
DETAILS_48	ѕЁ«Џ ќдћ—н
DETAILS_49	ѕЁ«Џ гќб»н
DETAILS_50	ѕЁ«Џ ћ—”н
DETAILS_51	ѕЁ«Џ г—жЌн
DETAILS_52	гё«жг… «б”ег
DETAILS_53	Ёх—’ «б≈џг«Ѕ
DETAILS_54	Ё—’ «б »ЎнЅ
DETAILS_55	Ё—’… «б ”гг
DETAILS_56	гё«жг… «б”гжг
DETAILS_57	ећжг гхд“Ё
DETAILS_58	г. «бећжг «бгхд“Ё
DETAILS_59	”—ё… дё«Ў «бЌн«…
DETAILS_60	”—ё… дё«Ў «б√”бж»
DETAILS_61	≈” Џ«ѕ… дё«Ў «бЌн«…
DETAILS_62	≈” Џ«ѕ… дё«Ў «б√”бж»
DETAILS_63	’ѕ «бећжг «бћ”ѕн
DETAILS_64	 Ё«ѕн «бећжг «б”егн
DETAILS_65	Џя” «бећжг «бћ”ѕн
DETAILS_66	≈.д.Ќ Џдѕ «бё б
DETAILS_67	≈.д.√ Џдѕ «бё б
DETAILS_68	г÷«ЏЁ… «бќ»—… EXP
DETAILS_69	г÷«ЏЁ… «бн«дџ
DETAILS_70	Ё—’… «б≈”ё«Ў
DETAILS_71	ёнг… «бећжг
DETAILS_72	ѕЁ«Џ
DETAILS_73	ќ»—… EXP
DETAILS_74	Ё—’… «б≈”ё«Ў
DETAILS_75	г÷«ЏЁ… «бн«дџ
DETAILS_76	гё«жг… «б”Ќ—
DETAILS_77	я”— «б”шЌ—
DETAILS_78	гё«жг… «бжЌж‘
DETAILS_79	Џб«ж… «бећжг «б”Ќ—н
DETAILS_ATTBONUS_BELL	я”— «бћ—”
DETAILS_ATTBONUS_BOW	я”— «б”ег
DETAILS_ATTBONUS_CLAW	я”— «бгќб»
DETAILS_ATTBONUS_DAGGER	я”— «бќдћ—
DETAILS_ATTBONUS_FAN	я”— «бг—жЌ…
DETAILS_ATTBONUS_SWORD	я”— «б”нЁ
DETAILS_ATTBONUS_TWOHAND	я”— ”нЁ «бнѕнд
DETAILS_CATE_1	÷——/ѕЁ«Џ
DETAILS_CATE_2	Џб«ж«  «бЏд«’—
DETAILS_CATE_3	Џб«ж«  «бЎ»ё« 
DETAILS_CATE_4	Џб«ж«  «б”б«Ќ
DETAILS_CATE_5	Џб«ж«  √ќ—м
DETAILS_CATE_6	Џб«ж«  ќ«’…
DETAILS_HIT_PCT	«бѕё…
DETAILS_RESIST_MOUNT_FALL	гё«жг… «б”ёжЎ
DETAILS_TITLE	«б Ё«’нб
DETAILS_TOOLTIP_0	ёжн ÷ѕ √Ќћ«— «бг« нд: н”»» ÷——« «я»— Џбм √Ќћ«— «бг« нд.
DETAILS_TOOLTIP_1	ёжн ÷ѕ д’Ё «б»‘—:  бЌё ÷—— √я»— »д’Ё «б»‘—.
DETAILS_TOOLTIP_2	гё«жг… д’Ё «б»‘—: нёбб гд «б÷—— «б–н   Џ—÷ бе Џдѕ ге«ћг я гд д’Ё «б»‘—.
DETAILS_TOOLTIP_3	ёжн ÷ѕ «бџнб«д: н—ЁЏ гд ёнг… «б÷— ÷ѕ «бџнб«д.
DETAILS_TOOLTIP_4	ёжн ÷ѕ «б“жг»н: н—ЁЏ гд ёнг… «б÷— ÷ѕ «б“жг»н.
DETAILS_TOOLTIP_5	ёжн ÷ѕ «бжЌж‘: н—ЁЏ гд ёнг… «б÷— ÷ѕ «бжЌж‘.
DETAILS_TOOLTIP_6	ёжн ÷ѕ жЌж‘ “жѕн«я: н—ЁЏ гд «б÷—— «бг ”»» ÷ѕ жЌж‘ “жѕн«я
DETAILS_TOOLTIP_7	ёжн ÷ѕ «бЌнж«д« : н—ЁЏ гд ёнг… «б÷— ÷ѕ «бЌнж«д« .
DETAILS_TOOLTIP_8	ёжн ÷ѕ «бЎ«∆Ё… «б”—н…: н—ЁЏ гд ёнг… «б÷— ÷ѕ «бЎ«∆Ё… «б”—н….
DETAILS_TOOLTIP_9	ёжн ÷ѕ «б‘нЎ«д: н—ЁЏ гд ёнг… «б÷— ÷ѕ «б‘н«Ўнд.
DETAILS_TOOLTIP_10	ёжн ÷ѕ жЌж‘ «б’Ќ—«Ѕ: н”»» ÷——« √я»— ÷ѕ жЌж‘ «б’Ќ—«Ѕ.
DETAILS_TOOLTIP_11	ёжн ÷ѕ «бЌ‘—« : н”»» ÷——« √я»— ÷ѕ «бЌ‘—« 
DETAILS_TOOLTIP_12	н—ЁЏ ёнг… «бећжг «бќ«’… »я.
DETAILS_TOOLTIP_13	н—ЁЏ гд ёнг… «бѕЁ«Џ «бќ«’… »я.
DETAILS_TOOLTIP_14	н—ЁЏ гд ёнг… гЏѕб «б÷—— «б–н  ”»»е √Ћд«Ѕ «бећжг.
DETAILS_TOOLTIP_15	гё«жг… гЏѕб «б÷——: нёбб гд ёнг… гЏѕб «б÷—— «б–н   Џ—÷ бе √Ћд«Ѕ «бећжг.
DETAILS_TOOLTIP_16	н—ЁЏ гд ёнг… √÷—«— «бге«—….
DETAILS_TOOLTIP_17	гё«жг… √÷—«— «бге«—…: нёбб гд ёнг… √÷—«— «бге«—… «б н   Џ—÷ бе« Џдѕ «бећжг.
DETAILS_TOOLTIP_18	н—ЁЏ гд ёнг… «бећжг «бћ”ѕн ж«б”Ќ—н.
DETAILS_TOOLTIP_19	н—ЁЏ гд ёнг… «б÷—— «б–н  бЌёе бќ’жгя Џдѕ ≈” ќѕ«г ећжг ”Ќ—н.
DETAILS_TOOLTIP_20	н—ЁЏ гд Ё—’  Ќёнё ≈’«»… Ќ—ћ….
DETAILS_TOOLTIP_21	Ё—’…  Ќёнё ÷—»… ќ«—ё…: н—ЁЏ гд Ё—’  Ќёнё ÷—»… ќ«—ё….
DETAILS_TOOLTIP_22	гё«жг… «б≈’«»… «бЌ—ћ…: нёбб гд «б÷—— «б–н   Џ—÷ бе Џдѕ  Џ—÷я б≈’«»… Ќ—ћ….
DETAILS_TOOLTIP_23	гё«жг… «б÷—»… «бќ«—ё…: нёбб гд «б÷—— «б–н   Џ—÷ бе Џдѕ ≈’«» я »÷—»… ќ«—ё….
DETAILS_TOOLTIP_24	нёбб гд «б÷—— «б–н   ”»» »е жЌж‘ гЏнд….
DETAILS_TOOLTIP_25	нёбб гд «б÷—— «б–н   ”»» »е жЌж‘ гЏнд….
DETAILS_TOOLTIP_26	гё«жг… «бўб«г: нёбб гд «б÷—— «б–н   ”»» »е жЌж‘ гЏнд….
DETAILS_TOOLTIP_27	нёбб гд «б÷—— «б–н   ”»» »е жЌж‘ гЏнд….
DETAILS_TOOLTIP_28	нёбб гд «б÷—— «б–н   ”»» »е жЌж‘ гЏнд….
DETAILS_TOOLTIP_29	нёбб гд «б÷—— «б–н   ”»» »е жЌж‘ гЏнд….
DETAILS_TOOLTIP_30	н—ЁЏ гд «б÷—— «б–н  ”»»е »ёж… «б÷жЅ.
DETAILS_TOOLTIP_31	н—ЁЏ гд «б÷—— «б–н  ”»»е »ёж… «бћбнѕ.
DETAILS_TOOLTIP_32	н—ЁЏ гд «б÷—— «б–н  ”»»е »ёж… «бўб«г.
DETAILS_TOOLTIP_33	н—ЁЏ гд «б÷—— «б–н  ”»»е »ёж… «бд«—.
DETAILS_TOOLTIP_34	н—ЁЏ гд «б÷—— «б–н  ”»»е »ёж… «б—н«Ќ.
DETAILS_TOOLTIP_35	н—ЁЏ гд «б÷—— «б–н  ”»»е »ёж… «б√—÷.
DETAILS_TOOLTIP_36	ёжн ÷ѕ «бгЌ«—»: н—ЁЏ гд ёнг… «б÷— ÷ѕ «бгЌ«—»нд.
DETAILS_TOOLTIP_37	ёжн ÷ѕ «бдндћ«: н—ЁЏ гд ёнг… «б÷— ÷ѕ «бдндћ«.
DETAILS_TOOLTIP_38	ёжн ÷ѕ «б”ж—«: н—ЁЏ гд ёнг… «б÷— ÷ѕ «б”ж—«.
DETAILS_TOOLTIP_39	ёжн ÷ѕ «б‘«г«д: н—ЁЏ гд ёнг… «б÷— ÷ѕ «б‘«г«д.
DETAILS_TOOLTIP_40	ёжн ÷ѕ «ббня«д—: н—ЁЏ гд ёнг… «б÷— ÷ѕ «ббня«д—.
DETAILS_TOOLTIP_41	гё«жг… ећг«  «бгЌ«—»: нёбб гд «б÷—— «б–н н”»»е ећжг «бгЌ«—».
DETAILS_TOOLTIP_42	гё«жг… ећг«  дндћ«: нёбб гд «б÷—— «б–н н”»»е ећжг «бдндћ«.
DETAILS_TOOLTIP_43	гё«жг… ећг«  «б”ж—«: нёбб гд «б÷—— «б–н н”»»е ећжг «б”ж—«.
DETAILS_TOOLTIP_44	гё«жг… ећг«  «б‘«г«д: нёбб гд «б÷—— «б–н н”»»е ећжг «б‘«г«д.
DETAILS_TOOLTIP_45	гё«жг… ећг«  «ббня«д—: нёбб гд «б÷—— «б–н н”»»е ећжг «ббня«д—.
DETAILS_TOOLTIP_46	нёбб гд «б÷—— «б–н н”»»е «б”нЁ.
DETAILS_TOOLTIP_47	нёбб гд «б÷—— «б–н н”»»е ”нЁ «бнѕнд.
DETAILS_TOOLTIP_48	нёбб гд «б÷—— «б–н н”»»е «бќдћ—.
DETAILS_TOOLTIP_49	нёбб гд «б÷—— «б–н н”»»е «бгќб».
DETAILS_TOOLTIP_50	нёбб гд «б÷—— «б–н н”»»е «бћ—”.
DETAILS_TOOLTIP_51	нёбб гд «б÷—— «б–н  ”»»е «бг—жЌ….
DETAILS_TOOLTIP_52	нёбб гд «б÷—— «б–н н”»»е «бёж”.
DETAILS_TOOLTIP_53	н—ЁЏ гд Ё—’ «б ”»» »≈џг«Ѕ ббќ’г.
DETAILS_TOOLTIP_54	н—ЁЏ гд Ё—’ «б ”»» »≈»Ў«Ѕ ббќ’г.
DETAILS_TOOLTIP_55	н—ЁЏ гд Ё—’ «б ”»» » ”гг ббќ’г.
DETAILS_TOOLTIP_56	нёбб гд «б÷—— «б–н н”»»е «б”г.
DETAILS_TOOLTIP_57	н—ЁЏ гд Ё—’  Ќёнё ећжг гхд“Ё.
DETAILS_TOOLTIP_58	гё«жг… «бећжг «бгд“Ё: нёбб гд «б÷—— «б–н н”»»е «бећжг «бгд“Ё.
DETAILS_TOOLTIP_59	”—ё… дё«Ў «бЌн«… гд ќ’гя Џдѕ ён«гя »÷—»е.
DETAILS_TOOLTIP_60	”—ё… дё«Ў «б√”бж» гд ќ’гя Џдѕ ён«гя »÷—»е.
DETAILS_TOOLTIP_61	н—ЁЏ гд ”—Џ… ≈” Џ«ѕ… дё«Ў «бЌн«….
DETAILS_TOOLTIP_62	н—ЁЏ гд ”—Џ… ≈” Џ«ѕ… дё«Ў «б√”бж».
DETAILS_TOOLTIP_63	Ё—’… ’уѕ «бећжг Џд ё—»:  —ЁЏ гд Ё—’… ’ѕ «бећжг Џд ё—».
DETAILS_TOOLTIP_64	Ё—’  Ё«ѕн «бећжг »«б”е«г:  —ЁЏ гд Ё—’  Ё«ѕн ећжг »«б”е«г гд «бжЌж‘.
DETAILS_TOOLTIP_65	Ё—’х Џя” ÷—»«  «бећг«  Џд ё—»:  —ЁЏ гд Ё—’ Џя” ÷—»«  «бећг«  Џд ё—» ≈бм «бќ’г.
DETAILS_TOOLTIP_66	≈” Џ«ѕ… дё«Ў «бЌн«… √Ћд«Ѕ «бё «б: Џдѕ ён«гя »ё б «бќ’г° Ё≈д дё«Ў Ќн« я  “ѕ«ѕ.
DETAILS_TOOLTIP_67	≈” Џ«ѕ… дё«Ў «б√”бж» √Ћд«Ѕ «бё «б: Џдѕ ён«гя »ё б «бќ’г° Ё≈д дё«Ў √”бж»я  “ѕ«ѕ.
DETAILS_TOOLTIP_68	Ё—’… г÷«ЏЁ… «бќ»—… EXP:  —ЁЏ гд Ё—’… «бЌ’жб Џбм Џб«ж… ќ»—… г÷«ЏЁ… Џдѕ ён«гя »ё б «бќ’г.
DETAILS_TOOLTIP_69	Ё—’… ≈”ё«Ў ÷ЏЁ ягн… «бн«дџ:  —ЁЏ гд Ё—’… «бЌ’жб Џбм ÷ЏЁ ягн… «бн«дџ Џдѕ ён«гя »ё б «бќ’г.
DETAILS_TOOLTIP_70	Ё—’… ≈”ё«Ў «б√ѕж« :  —ЁЏ гд Ё—’… «бЌ’жб Џбм √ѕж«  г÷«ЏЁ… Џдѕ ён«гя »ё б «бќ’г.
DETAILS_TOOLTIP_71	н—ЁЏ ёнг… «бећжг «бќ«’… »я.
DETAILS_TOOLTIP_72	н—ЁЏ гд ёнг… «бѕЁ«Џ «бќ«’… »я.
DETAILS_TOOLTIP_73	н—ЁЏ гд ћгЏ дё«Ў «бќ»—….
DETAILS_TOOLTIP_74	Ё—’ ≈”ё«Ў «б√‘н«Ѕ:  —ЁЏ гд Ё—’ ”б» «б√‘н«Ѕ.
DETAILS_TOOLTIP_75	Ё—’ ≈”ё«Ў «бн«дџ:  —ЁЏ гд Ё—’ «бЌ’жб Џбм н«дџ г÷«ЏЁ.
DETAILS_TOOLTIP_76	нёбб гд «б÷—— «б–н нбЌёе «бќ’г Џдѕ  Џ—÷я бећжг ”Ќ—н.
DETAILS_TOOLTIP_77	нёбб гд гё«жг… «б”Ќ— бѕм ќ’жгя.
DETAILS_TOOLTIP_78	н г  ёбнб «б÷—— «бг ”»» гд «бжЌж‘.
DETAILS_TOOLTIP_79	 “нѕ гд ёнг… «бећжг «б”Ќ—н.
DETAILS_TOOLTIP_ATTBONUS_BELL	я”— ѕЁ«Џ «бћ—”: нёбб гд «бѕЁ«Џ «бћ—”н бѕм ќ’гя.
DETAILS_TOOLTIP_ATTBONUS_BOW	я”— ѕЁ«Џ «б”ег: нёбб гд гё«жг… «б”е«г бѕм ќ’гя
DETAILS_TOOLTIP_ATTBONUS_CLAW	я”— ѕЁ«Џ «бгќб»: нёбб гд «бѕЁ«Џ «бгќб»н бѕм ќ’гя.
DETAILS_TOOLTIP_ATTBONUS_DAGGER	я”— ѕЁ«Џ «бќдћ—: нёбб гд «бѕЁ«Џ «бќдћ—н бѕм ќ’гя.
DETAILS_TOOLTIP_ATTBONUS_FAN	я”— ѕЁ«Џ «бг—жЌ…: нёбб гд «бѕЁ«Џ «бг—жЌн бѕм ќ’гя.
DETAILS_TOOLTIP_ATTBONUS_SWORD	я”— ѕЁ«Џ «б”нЁ: нёбб гд «бѕЁ«Џ «б”нЁн бѕм ќ’гя.
DETAILS_TOOLTIP_ATTBONUS_TWOHAND	я”— ѕЁ«Џ ”нЁ «бнѕнд: нёбб гд ѕЁ«Џ ”нЁ «бнѕнд бѕм ќ’гя.
DETAILS_TOOLTIP_HIT_PCT	н—ЁЏ гд Ё—’ ≈’«»… «бќ’г
DETAILS_TOOLTIP_RESIST_MOUNT_FALL	гё«жг… «б”ёжЎ:  ёбб гд Ё—’ ”ёжЎя гд Џбм ўе— ѕ«» я.
DONT_USE_ITEM_WHEN_SHOW_CONFIRM	б« нгядя √Ћд«Ѕ «б«” Ё”«—  Ќ—ня «б»джѕ.
DO_NOT_INSERT_UPBRINGING_PET	б« нгяд «ќ н«— «б—Ёнё «бгЁЏб.
DO_YOU_BUY_ITEM1	еб  —џ» Ён ‘—«Ѕ %s гё«»б %s н«дџњ
DO_YOU_BUY_ITEM2	еб  —џ» Ён ‘—«Ѕ %s (%s ёЎЏ…) гё«»б %s н«дџњ
DO_YOU_BUY_ITEM3	еб  —џ» Ён ‘—«Ѕ %s гё«»б %s жжд ж %s н«дџњ
DO_YOU_BUY_ITEM4	еб  —џ» Ён ‘—«Ѕ %s (%s ё”нг…) гё«»б %s жжд ж %s н«дџњ
DO_YOU_DROP_MONEY	еб  —нѕ ≈”ё«Ў %d н«дџњ
DO_YOU_SELL_ITEM1	еб  —џ» Ён »нЏ %s гё«»б %s н«дџњ
DO_YOU_SELL_ITEM2	еб  —џ» Ён »нЏ %s (%s ёЎЏ…) гё«»б %s н«дџњ
DRAGON_GATE_AUTO_REINFORCE_QUESTION	
DRAGON_GATE_CLEAR	
DRAGON_GATE_CLEAR_NOT_ENOUGH_MAX_REINFORCE	
DRAGON_GATE_CLEAR_QUESTION	
DRAGON_GATE_CLEAR_SELECT	
DRAGON_GATE_CLEAR_TOOLTIP	
DRAGON_GATE_DEFENSE	
DRAGON_GATE_ENCHANT_DARK	
DRAGON_GATE_ENCHANT_EARTH	
DRAGON_GATE_ENCHANT_ELECTRIC	
DRAGON_GATE_ENCHANT_FIRE	
DRAGON_GATE_ENCHANT_ICE	
DRAGON_GATE_ENCHANT_WIND	
DRAGON_GATE_EXPERIENCE	
DRAGON_GATE_HEALTH	
DRAGON_GATE_ITEM_CLEAR	
DRAGON_GATE_ITEM_CLEAR_QUESTION	
DRAGON_GATE_MARK	
DRAGON_GATE_MASTER_STEP_CHECK	
DRAGON_GATE_MY_POINT_TOOLTIP	
DRAGON_GATE_NEED_POINT_TOOLTIP	
DRAGON_GATE_PAEWANG	
DRAGON_GATE_POINT_CLEAR	
DRAGON_GATE_POINT_CLEAR_NOT_ENOUGH_POINT	
DRAGON_GATE_POINT_CLEAR_QUESTION	
DRAGON_GATE_POWER	
DRAGON_GATE_REINFORCE_APPLY_DEFAULT_TOOLTIP	
DRAGON_GATE_REINFORCE_BONUS	
DRAGON_GATE_REINFORCE_BONUS_APPLY	
DRAGON_GATE_REINFORCE_COUNT_TOOLTIP	
DRAGON_GATE_REINFORCE_MAX	
DRAGON_GATE_REINFORCE_NOT_BONUS_APPLY	
DRAGON_GATE_REINFORCE_NOT_BONUS_APPLY2	
DRAGON_GATE_REINFORCE_NOT_ENOUGH_POINT	
DRAGON_GATE_REINFORCE_QUESTION	
DRAGON_GATE_REINFORCE_RESULT	
DRAGON_GATE_REINFORCE_TOOLTIP	
DRAGON_GATE_REINFORCE_TOOLTIP_LINE1	
DRAGON_GATE_REINFORCE_TOOLTIP_LINE2	
DRAGON_GATE_REINFORCE_TOOLTIP_TITLE	
DRAGON_GATE_RESIST_DARK	
DRAGON_GATE_RESIST_EARTH	
DRAGON_GATE_RESIST_ELECTRIC	
DRAGON_GATE_RESIST_FIRE	
DRAGON_GATE_RESIST_ICE	
DRAGON_GATE_RESIST_WIND	
DRAGON_GATE_STEP_CLEAR_INITIALIZE_FIRST	
DRAGON_GATE_STEP_CLEAR_QUESTION_1	
DRAGON_GATE_STEP_CLEAR_QUESTION_2	
DRAGON_GATE_STEP_CLEAR_TOOLTIP	
DRAGON_GATE_STEP_CLEAR_WARNING_QUESTION_1	
DRAGON_GATE_STEP_CLEAR_WARNING_QUESTION_2	
DRAGON_GATE_STEP_UPGRADE_NOT_ENOUGH_POINT	
DRAGON_GATE_STEP_UPGRADE_QUESTION_1	
DRAGON_GATE_STEP_UPGRADE_QUESTION_2	
DRAGON_GATE_STEP_UPGRADE_TOOLTIP	
DRAGON_GATE_SUNGMA_HP	
DRAGON_GATE_SUNGMA_IMMUNE	
DRAGON_GATE_SUNGMA_MOVE	
DRAGON_GATE_SUNGMA_STR	
DRAGON_GATE_TOOLTIP_LINE1	
DRAGON_GATE_TOOLTIP_LINE2	
DRAGON_GATE_TOOLTIP_LINE3	
DRAGON_GATE_TOOLTIP_LINE4	
DRAGON_GATE_TOOLTIP_LINE5	
DRAGON_GATE_TOOLTIP_LINE6	
DRAGON_GATE_TOOLTIP_LINE7	
